id; variant; power; real_weight; official_weight; options; start_date; model_id
18003;LEON 2 CUPRA 2,0 TFSI;240;1405;1375;;2010-01-01;1800
18004;LEON 2 CUPRA R;265;1410;1375;;2010-01-01;1800
18005;LEON 2 FR 2,0 TFSI;200;1427;1334;;2007-01-01;1800
18006;LEON 3 CUPRA;280;1426;1346;DSG +26KG;2014-01-01;1800
18007;LEON 3 CUPRA;290;1416;1320;CUP2 - BREMBO;2016-01-01;1800
18008;LEON 3 CUPRA;290;1416;1345;;2016-01-01;1800
18009;LEON 3 CUPRA 5 PORTES BVM;280;1386;1320;;2015-01-01;1800
180010;LEON 3 CUPRA SC 3PORTES BVM;280;1361;1300;;2014-01-01;1800
180011;LEON 3 CUPRA SC 3PORTES UNDER8 BVM;280;1347;1300;;2014-01-01;1800
180012;LEON 3 SC FR 2,0 TDI;184;1358;1275;;2014-01-01;1800
180013;LEON CUPRA 300 5 PORTES;300;1374;1322;;2017-01-01;1800
180014;LEON CUPRA 300 DSG 5 PORTES;300;1407;1346;;2018-01-01;1800
180015;LEON CUPRA 300 LINE BLACK 5 PORTES;300;1368;1320;BREMBO-CUP2 - BOITE MANUELLE;2017-01-01;1800
180016;LEON CUPRA R 5 PORTES;310;1361;1378;CUP2 - BREMBO;2018-01-01;1800
180017;LEON CUPRA SC LINE BLACK;300;1346;1320;BREMBO-CUP2 - BOITE MANUELLE;2017-01-01;1800
180018;LEON MK1 CUPRA 4 2,8L V6;204;1512;1485;;2002-01-01;1800
180019;LEON MK1 CUPRA-R 1,8T 20V;210;1362;1375;;2002-01-01;1800
180020;LEON MK1 FR 1,8 T 20V;180;1371;1293;;2005-01-01;1800
180021;LEON MK1 VT 1,8T 20V;180;1329;1247;;2000-01-01;1800
180022;LEON MK1 VT4 1,8T 20V;180;1454;1385;4RM;2000-01-01;1800
180023;LEON ST CUPRA 300 4DRIVE DSG;300;1517;1470;BREAK 4X4 PACK BREMBO + CUP2;2017-01-01;1800
180024;LEON X-PERIENCE 2,0 Tdi 4MOTION DSG;184;1553;0;;2015-01-01;1800
1801000;IBIZA 1,5 Tsi 5PORTES;150;1179;1164;;2018-01-01;180100
1801001;IBIZA 2 CUPRA 1,8t 20V;156;1158;1119;;2001-01-01;180100
1801002;IBIZA 3 CUPRA 1,8T 20V;180;1209;1177;;2006-01-01;180100
1801003;IBIZA 3 CUPRA TDI 2,0L;160;1254;1215;;2007-01-01;180100
1801004;IBIZA 3 FR 1,8T 20V;150;1205;1154;;2006-01-01;180100
1801005;IBIZA CUPRA SC 1,4 TSI;180;1218;1186;DSG;2014-01-01;180100
1801006;IBIZA CUPRA SC 1,8;192;1236;1185;;2016-01-01;180100
1801007;IBIZA FR 1,4 TSI ACT;140;1181;1167;;2014-01-01;180100
1801008;IBIZA GTI 1,8 16V;129;1049;1030;;1995-01-01;180100
1801009;IBIZA GTI 2,0L;115;1030;1005;;1993-01-01;180100
18010010;IBIZA SXI 1,6L;100;930;925;;1988-01-01;180100
19000;FORTWO CABRIO BRABUS;109;1006;920;;2017-01-01;1900
1901000;FORFOUR BRABUS 1,5T;177;1160;1090;;2005-01-01;190100
20000;IMPREZA GT TURBO;211;1241;1235;;1997-01-01;2000
20001;IMPREZA GT TURBO;217;1286;1230;ABS CLIM;1999-01-01;2000
20002;IMPREZA STI HATCHB;300;1510;1505;;2011-01-01;2000
20003;IMPREZA STI-S;300;1515;1505;;2013-01-01;2000
20004;IMPREZA WRX;218;1394;1365;;2000-01-01;2000
20005;IMPREZA WRX;225;1405;1370;;2002-01-01;2000
20006;IMPREZA WRX;230;1455;1425;;2006-01-01;2000
20007;IMPREZA WRX;230;1425;1395;;2007-01-01;2000
20008;IMPREZA WRX STI;265;1480;1450;1425KG VERSION LIGHT;2002-01-01;2000
20009;IMPREZA WRX STI;265;1494;1470;;2004-01-01;2000
200010;IMPREZA WRX STI 2,5L;280;1497;1495;;2006-01-01;2000
2001000;BRZ PHASE 2;200;1253;1243;;2018-01-01;200100
22000;MODEL S P100D;772;2289;2242;;2017-01-01;2200
22001;MODEL S P85D;700;2239;2106;;2015-01-01;2200
22002;MODEL S P90D;700;2245;2187;;2016-01-01;2200
22003;MODEL X 100D;422;2525;2388;22"";2018-01-01;2200
22004;MODEL X P100D;613;2516;2422;19"";2017-01-01;2200
22005;MODEL X P90D;539;2547;2441;;2016-01-01;2200
23000;SUPRA 2,8L;170;1315;1265;;1982-01-01;2300
23001;SUPRA 3,0L GT TURBO;235;1595;1625;;1987-01-01;2300
23002;SUPRA 3,0i 24s;204;1595;1615;;1987-01-01;2300
23003;SUPRA BI-TURBO;330;1685;1630;;1994-01-01;2300
2301000;PASEO COUPE 1,5 16S;90;938;920;;1999-01-01;230100
2302000;MR 1,8 16;140;1060;1005;;2004-01-01;230200
2302001;MR 1,8 16S BM5 SPORT EDITION;140;1040;975;;2004-01-01;230200
2302002;MR 1,8 16S BM6;140;1066;1015;;2003-01-01;230200
2302003;MR 2,0 Gti-16;160;1163;1155;;1990-01-01;230200
2302004;MR 2,0 Gti-16;156;1276;1260;CATA;1993-01-01;230200
2303000;LAND CRUISER 4,5L V8 D-4D;0;2803;2580;;2008-01-01;230300
2304000;GT86;200;1241;1200;;2013-01-01;230400
2304001;GT86;200;1244;1230;;2015-01-01;230400
2305000;COROLLA;190;1215;1200;;2000-01-01;230500
2305001;COROLLA GT-I 16 1,6L;125;1060;1025;;1988-01-01;230500
2306000;CELICA;190;1183;1140;;2003-01-01;230600
2306001;CELICA 1800 ST ABS;115;1136;1140;;1997-01-01;230600
2306002;CELICA I 1600GT;108;1036;1005;;1979-01-01;230600
2306003;CELICA TURBO 4WD;185;1485;1465;;1987-01-01;230600
2306004;CELICA TURBO 4WD;204;1475;1450;;1991-01-01;230600
2306005;CELICA TURBO 4x4 CARLOS SAINZ;208;1498;1460;;1991-01-01;230600
2306006;CELICA V 2,0 Gti-16;160;1250;1255;;1990-01-01;230600
